C3L.00017	C3L.00102	C3L.00277	C3L.00589	C3L.00598	C3L.00599	C3L.00622	C3L.00625	C3L.00819	C3L.00928	C3L.01031	C3L.01037	C3L.01051	C3L.01124	C3L.01328	C3L.01453	C3L.01598	C3L.01637	C3L.01662	C3L.01687	C3L.01689	C3L.01703	C3L.01971	C3L.02109	C3L.02115	C3L.02116	C3L.02118	C3L.02463	C3L.02604	C3L.02606	C3L.02610	C3L.02613	C3L.02701	C3L.02809	C3L.02890	C3L.02897	C3L.02899	C3L.03123	C3L.03356	C3L.03388	C3L.03628	C3L.03630	C3L.03635	C3L.03639	C3L.03743	C3L.04027	C3L.04072	C3L.04080	C3L.04475	C3L.04479	C3L.04848	C3L.04853	C3N.00198	C3N.00249	C3N.00302	C3N.00436	C3N.00511	C3N.00514	C3N.00516	C3N.00518	C3N.00709	C3N.01165	C3N.01167	C3N.01168	C3N.01375	C3N.01380	C3N.01381	C3N.01383	C3N.01388	C3N.01714	C3N.01715	C3N.01716	C3N.02010	C3N.02573	C3N.02579	C3N.02585	C3N.02589	C3N.02592	C3N.02768	C3N.02940	C3N.02944	C3N.02971	C3N.03000	C3N.03006	C3N.03007	C3N.03039	C3N.03061	C3N.03086	C3N.03173	C3N.03190	C3N.03426	C3N.03430	C3N.03439	C3N.03665	C3N.03666	C3N.03754	C3N.03780	C3N.03839	C3N.03840	C3N.03853	C3N.03884	C3N.04119	C3N.04126	C3N.04282	C3N.04283
NP_001177.1_S196	0.00508330576914283	-0.0405621706438855	0.125206561784811	-0.053075832192161	0.0288784604810915	0.0629367583642445	-0.0743817368918204	0.0602763308025586	0.0150403269244424	0.0347808794884411	0.0429159871358132	0.00366140146093505	0.00104182304550861	0.0514949908754994	0.00361715350687572	-0.0836568822606082	0.0509863269668589	0.0631648453123372	0.0192286273346803	0.0339390703504741	0.104316638013991	-0.028480839604796	-0.0304973439251521	-0.0557967420037901	-0.0161818871421391	-0.118901596829858	-0.0634274777615285	0.00951791121742644	0.104956653102425	0.0833426054877889	0.0625472349392657	0.124180403419892	0.151820006374737	0.0348839284769693	-0.2402288292136	-0.100735846458304	0.0250705792772235	0.132056169594364	-0.066102789930158	-0.00155809684851925	0.034431520882334	-0.0129313793447677	-0.0333047429878846	0.114719458551353	-0.0079574134642749	-0.0287910558930114	0.0629659106875894	0.00834382221951451	0.00147186056952008	0.027706821157596	-0.0603414409672923	0.120995783033498	-0.123024405048793	-0.105957613744202	-0.0685539104857868	-0.0193134134152818	0.0302955055797288	-0.0271702778809365	-0.0342468754845247	0.0361591008423613	-0.12459621732247	0.0105721917734606	0.00118446218379644	0.0158542197130036	-0.049918556547831	-0.13199652542587	-0.0235134965506805	-0.0197283925137351	-0.00889561760907883	-0.00689552928574954	0.0420203290370729	0.0962869622454112	0.0263275685965247	-0.0278383179122621	-0.0417882447055904	0.0145412783845794	-0.0707978174462237	-0.023192055479424	-0.00369107659454049	0.0105404100411936	-0.0668820210880338	-0.0335482413279859	0.0284436760343685	-0.0316657912975043	0.0173226572647329	0.159009029911224	-0.0502627776107874	0.0280037759327777	-0.118362910791143	0.0631257792980705	0.149549297331134	0.139230009083318	-0.0198177985073001	0.088989903061741	-0.010526102936776	-0.00178174115662578	-0.104126093352177	0.0298373509400551	-0.0410701058300758	0.0505855583587387	0.123489031474096	-0.0513010967261952	-0.0360057614106655	0.0489214225190383	0.105564719778164
NP_001177255.1_S377	-0.132720776295883	0.00680318377141706	0.0206821939392379	-0.0467155900688205	-0.0204640172223865	-0.122596652897774	-0.0744768261613362	0.0149177948404163	0.0412706818460558	0.0118409916857462	-0.0898023815353284	-0.0631759291098204	-0.0688935613638493	0.158295374256604	-0.0708448244712692	-0.0913802451490479	0.0223645282203341	0.0282199090470463	0.0139188824769359	0.0507364892054466	0.0329961372595337	-0.126747779146099	0.0147742094211462	-0.050467725113519	-0.0330739299891934	-0.0683941107209205	-0.0487089159743421	-0.0193744991252864	0.141443241775229	0.0819494747338311	0.0375015465185736	0.117156705593647	0.0235086379073288	0.00782142332043175	-0.0838386832049676	-0.0581220512486929	-0.0301115766375045	0.201259871037772	-0.0614293777626603	0.106701751906936	-0.0438090857188431	0.0213711651671883	-0.0467427303224699	0.013979373398241	-0.0642625153430298	0.0644506376057557	0.130782761954191	0.0128461609781428	-0.029564628988376	0.0543621530390985	-0.110177899092155	0.0260588779043484	-0.131330077205959	-0.0187865801212943	-0.086876971684147	-0.0833345017125664	0.0370707000162495	-0.166289428111943	-0.0655852574058953	-0.0140743912894515	-0.0179141078729292	0.00782126385718213	0.0456616007370756	0.147803459056653	0.0797240117114355	-0.104599119719341	-0.0638087285763451	-0.11587071935156	-0.0108208100620145	-0.0180045699210183	0.0380355817102102	0.026205623505996	0.066931157171161	0.00327387224137263	0.0352359657840719	-0.0713483048013151	0.0110517368142114	0.0518838641250746	0.0341702447562298	0.0189620807877346	-0.0231933460883695	-0.0355733694921498	0.050887012882817	-0.015962739908631	-0.0605770434288005	0.117052156812525	-0.0144796881900722	0.0196976870456925	-0.0616672399003527	-0.0162715962119852	0.199003154992396	0.110971768907131	-0.00921457186511417	0.0780234667252716	0.0459743137718008	0.0600545911380848	-0.0573445805677012	0.193785432515505	-0.0241437814541214	0.078583726159159	0.138316624428767	-0.114633304336412	-0.0167420105970503	0.0192121508251164	0.0673722389504626
NP_001177893.1_S838	-0.0157503845662451	0.021851113001492	0.0766923693856942	-0.028474206106494	-0.0171750488441134	-0.157018287467001	-0.0708370344264435	0.0644384762090728	0.0404134115117337	0.028700217606167	0.0790447589650217	-0.0834756843304541	-0.031033074580723	-0.0234131481235343	0.00152418122980146	-0.0859048511707961	0.00575904055535355	0.0660917539144819	0.0651174723687728	0.0627147197511236	0.134280772708669	-0.175087622131919	-0.0274690787902983	-0.0198947496506532	-0.038368567846278	-0.0522551044531037	-0.117860393049828	0.0338565761184421	0.172346937504228	0.0727580509203674	0.00172195580861965	0.130505812907213	0.0630732977911188	0.0470749571493895	-0.202772691593351	-0.0123795865925304	-0.0133109331909338	0.153619616561882	-0.0605261536012268	0.0738071725107494	0.0349117228485189	-0.0273944703316098	-0.0697167453564588	0.139691697450514	0.010725131866871	0.0385007530495238	0.088774162318257	0.0222790305800536	0.0122441796922654	0.0147264269289008	-0.103977564541701	0.0334421939466729	-0.111856341735274	-0.0424492920903014	-0.0652142330185395	-0.0627718692291852	0.0507567851537375	-0.0442927781356205	-0.0397394745175883	-0.00440386797931418	-0.0722628745002022	-0.00894559159369645	-0.0410971736446277	0.0929086135557088	-0.0182065837587548	-0.120295517047579	-0.0462353999813968	-0.121670793036691	-0.0125061336798645	-0.054581499309493	0.0527224557232197	0.034290521646802	0.0498813689039493	-0.0318979259200707	0.069213970861694	-0.129507631614478	-0.0675640746013454	0.0140155913352866	0.0141161677231404	0.0254071039275729	-0.12635325184584	0.0160643641828403	0.0544098529980537	0.048870176242748	-0.0323414114224678	0.0871870461985192	0.0297185980011042	0.0499023962056982	-0.0842510467363196	0.0404320012514207	0.138078900774854	0.0662974571275008	-0.0231304315153811	0.109278977499101	0.0213144167887725	0.0490324877875705	-0.06233198075413	0.00637283085822696	-0.00985528274945498	0.0142840883231983	0.12511432106581	-0.100245462865791	0.019014572976541	0.0412152564013997	0.0214006958746838
NP_001177935.1_S156	0.0215550231962767	0.105578130235115	-0.0404693892132026	0.0396090456325854	0.0777684267639967	0.0174973760262078	-0.111148547937974	-0.141867198506983	0.0104462880895981	-0.0142876549480031	0.049664127283902	0.0376723283411395	-0.0574709088074419	0.0928253903895025	-0.055371864547737	-0.108215246605148	0.0641007075759658	-0.0604687877838206	-0.0571637428776798	0.000869611748439193	0.138165430298553	-0.0907738484367997	-0.127339327563777	-0.109169296334181	-0.244633089673583	-0.0766797378876585	0.132490182367968	-0.0529321103190165	0.10413826013293	0.100952202127013	-0.045415296504038	0.132501247183287	0.0498646833196715	0.0422406448198878	-0.068333340327687	-0.0806375063237699	-0.0675337418105528	0.21547110256184	-0.0585703433213978	0.077974617452008	-0.103582617546523	-0.0269852456003208	0.0373499095552355	0.136274653048606	0.0716373517633324	0.0105236376257749	0.184120148135879	0.0178797511224465	-0.0177312552407355	0.0222179259544945	-0.118494583872277	0.0610618228621591	-0.0646755323547496	-0.0956157315265889	-0.0270219650457742	-0.0752664282554983	-0.0318112259204984	-0.103083226072867	-0.0659585535062332	-0.0335654391123591	-0.0914124747932527	-0.00273587733742056	0.04176194924068	0.0209158248645233	-0.00633791320855645	-0.0215408397307729	-0.176874078881145	0.0901804439576178	-0.0683984714426738	-0.0393816635047106	0.160741090721122	-0.0824918322657861	0.0666313676517247	-0.0644656096962483	0.0311167733789838	-0.0652625958375682	-0.0726145630267699	0.0088935332518649	0.0607699953706519	0.0133271276988582	0.0136496943939291	0.0843989100289814	0.0209127094408582	0.00935174288917519	0.0199850131077781	0.0394350753859402	0.0276249545851086	-0.0143606192517789	-0.0586722655065937	0.0197196175464498	0.158177361269055	0.0669004814131526	0.173535529166832	0.0774341045376354	0.0289904893076889	0.0914954100751049	-0.11452673357435	0.114915298310845	0.0433906776112376	0.0801964419979582	0.118244990887873	-0.0494882501298444	0.00963825806576257	0.0803112445503325	0.131348180414502
NP_001180214.1_S276	0.0469173632944794	-0.0161732989505699	-0.00365191572114887	-0.0393251748020604	-0.034563098167705	-0.318708175816536	-0.135665790354035	0.0285029577397939	0.064510883402927	-0.0172297237767808	0.100068938933075	0.0232197752845707	-0.00384519293077954	0.0634699882241811	-0.0051139123980985	-0.00598632779758784	-0.0420537368040556	0.0944589781773163	0.0357779995978868	0.0485601036624891	-0.0530115982301572	-0.04695054411664	-0.0445388107379941	-0.06286456658267	0.00614233149350342	-0.0868631522364799	-0.052963928925416	0.0224059963037031	0.107896098252164	-0.0258168987709131	0.0376807776655183	0.125916761456071	-0.0125293985574799	-0.0669531968997332	-0.0636108002744943	0.013903916524736	0.00558764648918515	0.207212782924433	0.0168466521548733	0.0383928947176771	-0.177320376084687	0.0809002967268904	-0.120987044220164	0.192682621098075	0.0456905294557442	0.0416380607328983	0.113904468725278	-0.045350292078866	-0.0597707640235418	0.0108056692086194	-0.090318922477929	0.00481664188137366	-0.0893590406580562	-0.0302503498216224	-0.0314092963152422	-0.17559526452647	0.0921874892735632	-0.0197715706381614	0.00963887423186404	0.0170824878822253	-0.0529995857180531	-0.154163095440865	0.0421826082304468	-0.0589338558800587	-0.0263070910791028	-0.0736320342992364	-0.0626038330708138	-0.0489855090689802	-0.0843861996257326	-0.0299110138891741	0.157304546435893	-0.0354826059532653	0.108891664768516	-0.0196156354690621	0.0385437207446614	-0.0544070540243203	-0.0154017598706052	-0.00462930473923649	0.0567178588225393	-0.0062498697284365	-0.0644267495728045	-0.0506400951145318	-0.0312756994571696	-0.0321683755699404	-0.0816556028072413	0.167013587275619	-0.0210704979560762	0.0560124954835956	-0.0189824903544452	0.0948489652987806	0.104395803331247	0.0817148100378422	0.00278911954610356	0.135715924053132	0.00127649816806301	-0.0128064359516173	-0.0143063497355112	0.0899548969690376	0.052270343258684	0.071377223744872	0.000761939965429614	-0.0608108014022542	-0.0585540534584209	0.0512012752532781	0.0348921785181879
NP_001180279.1_S110	0.0637491408393762	0.102646070868293	-0.0262032852899992	-0.0141501086404802	-0.0277442434751	0.0216040438781744	-0.0746380887471241	-0.0567709480774981	0.0614633884477566	0.0896165175226903	-0.0187956133070899	0.00290163256839031	0.0119235230630532	0.0807529296218246	-0.0431648667683499	-0.0284163024385022	0.0126122153118644	0.023341961270082	0.0226386497313355	0.0431557523770982	0.0562904257233776	-0.0145456358214385	0.230035463659647	-0.0722895773197056	0.11290557286527	-0.0107653844251601	-0.0504558658547825	-0.0728419670253422	0.0068721113135647	-0.0303683556711448	-0.0787115749823972	-0.0285812055105311	0.0325586731027152	0.00617030990990066	0.00991547324397411	-0.066953038067511	-0.0791620294880748	0.10162011308209	0.0470156216555353	0.125187384835937	0.0697722483846403	0.0369236678245926	0.0643397447698023	0.012387993427832	-0.0449031335421368	-0.0341945750343276	0.0351111509158822	0.00951783144201323	0.0818757706969574	0.0242189782466999	-0.0188025940377508	0.0101741237659686	-0.0724516913544346	-0.059238747568136	-0.0938058685569207	-0.0199192736123511	-0.138025828303975	-0.0568080821773041	-0.00758104021032058	-0.0471989467427801	-0.0959162014393192	0.00813505295636923	-0.0555793017007214	0.0597109328547761	-0.00514883091929505	-0.0355560199552362	0.0546966812936321	-0.127583586448179	-0.102335419193338	-0.0167960521899487	0.0265328390199726	0.0114338190519467	-0.0176419164076282	4.23956254344253e-05	-0.178645849875171	-0.066192907816283	-0.0399164552855969	0.0103234822607464	0.057756860024696	0.103577939647549	-0.00748583359878021	0.00866192337893329	-0.105794820918833	-0.0817599360564904	-0.0614609444546666	0.013364710437532	-0.0264326554316759	-0.0463700199805972	-0.0508326211548524	-0.0180036161481076	0.0779725291512385	0.0359537603745492	0.0612747676827794	0.0826346041438463	0.0194146684327552	-0.0718172578012248	-0.0432501917816363	0.0756880663271649	0.0565898103002931	0.0169369052137232	0.106349397149502	-0.0537254993595997	-0.173243668716651	-0.0335036719923656	-0.029162621960639
NP_001180298.1_T1662	-0.0401094017388204	0.0430853513692555	0.0143305657272043	-0.096313273959905	-0.0337901289011836	-0.0540101335433268	-0.0452784244011185	0.0773717949277831	-0.0147097375550811	-0.066059048078525	0.00775042410669228	-0.133633814232999	0.0807217696817504	0.166483314114439	-0.0276545949644253	-0.00731337177058491	-0.0306083924197884	-0.0161313076840942	0.0681768088039473	-0.043322283130321	0.0933660378443107	-0.0929620424631481	-0.0213078116247376	-0.0662368086575515	0.0589390415506143	-0.0267679084791937	-0.0189661579406762	0.0218098665539422	0.10039619273747	-0.0481954741811321	-0.0933132439512366	0.0860689608083543	-0.00170450997801171	0.0301035896054407	-0.143210477890958	-0.1007743902323	2.27646014580369e-06	0.115093592087504	-0.0742806546827772	0.158349256676839	-0.0460354774746302	-0.0734581325181729	0.221671905112382	0.0384701553172637	0.00415390233129164	0.14835867135019	0.0708869173161395	0.0788253519483113	0.0532349759134785	-0.0520606559726646	-0.111145084855634	0.0441094567970634	-0.228482976810842	0.0434354123687109	0.0218567531702744	-0.116824788196466	0.025175426520349	-0.0197715706381614	-0.0657422482751576	0.0115217601068897	-0.0819080255566712	-0.00148148042711762	-0.0274419663242152	0.0416509795865866	0.052626184297281	-0.149970120884184	-0.0867599414046021	-0.0516521842837881	0.0807441258494502	-0.0893295085711132	-0.0387587960405152	0.0577791062781723	0.190423573666639	-0.0823393528780119	0.0822015682607163	-0.136218782922617	-0.130670752353683	0.0309095200240172	0.0634356586483944	0.0833002731697346	-0.0216331867031949	0.0524722227956663	0.110686618625577	0.0194834926094609	0.0730351790335859	0.166471843044516	0.166967959753151	0.0693209330740969	0.0024175442939356	0.0194255425277367	0.0976166725574876	0.0773324375804149	-0.0171613222633099	0.124149821598056	0.0142117026006185	0.100538270201993	-0.060249438840843	0.0480103047299331	0.0459582551609276	-0.000283277161369819	0.0356932681490455	-0.0907580272922578	0.0114616468426026	0.0795737200072464	0.0796690211947648
NP_001180350.1_S329	0.0461756042177145	0.127105069302156	-0.00456695418433021	0.000255946525165287	-0.00565511020841646	0.0874616707908014	-0.148411204051081	0.0244841056091865	0.0789089005156916	-0.0238428526330171	-0.0318957878623444	-0.0466959300956778	0.00866858399115626	0.0455394963723323	-0.0304988156672347	-0.0259912997794508	0.0811747643777471	-0.0455696423394981	0.0150881014679835	-0.0412225689821299	-0.00158046225209835	0.0493679726841444	0.118815011687451	0.0224943926209212	-0.0448804640217478	-0.109468587280951	-0.00254848233405169	0.0634464833626722	-0.00433499657145038	0.0240238959329815	-0.0388468794832893	-0.0587146067205142	0.0635739224376385	0.057659446520283	0.0679450940121301	0.0305831167970254	0.0613849880358833	-0.00367646299954429	0.0869878998912946	0.0589725711612422	0.069323991011265	0.0440031124502095	0.121078782807331	0.120200862273635	0.0756855636416378	-0.0435933700265777	0.0647376524549717	0.017775419515949	0.0360530997466211	-0.054665674050048	-0.0271719550188276	0.0300689978251411	-0.131577582266939	-0.0305983721607907	-0.0925084004957975	-0.0257879172461463	0.00278095347642935	0.0220591904710608	0.0099626814584406	0.121296163858568	-0.134508787238984	-0.0687414592415468	0.0322713668344241	-0.0228360996149452	-0.0704369036557322	-0.0256363309717899	-0.130376048204625	0.00370726213533453	-0.0167572654559918	-0.033126946414906	-0.051488100938099	-0.043511646645599	0.00931832540304902	0.0697554320466754	-0.0475123708477528	0.00212224706472944	0.0200728655208599	-0.0619354458975066	-0.00560071153130639	0.0797778384819398	-0.0237564751834296	-0.0323829219907089	0.0283091104465444	0.0661871572744705	-0.0162846326663847	0.0393806502314951	-0.107054844299975	0.0790990405229498	0.0252045121386529	0.0207036047292541	0.0374663553369423	0.0027269656183581	0.0290128037127148	0.191521062719097	-0.0119271995871059	0.013189411765206	-0.0177865348150338	-0.00223344631278055	0.0238424695522675	0.18590677863226	-0.0273622278221062	0.0297362635641276	-0.0474629455821876	0.0568967340058311	0.0478062974018427
NP_001180395.1_S1045	-0.0199184181554228	0.0319232671735723	0.0481239384634066	-0.0951477347394387	0.00641374438172582	0.0796417075765663	-0.0942240069082454	-0.0212962262319237	0.0343953646562755	-0.0119250112791072	-0.0522983742023899	0.0583152876284875	-0.0120588781448444	0.0637378433405813	0.0487144607174696	-0.0370996403729075	-0.0574734601411822	0.0191218089715504	0.0505153301500473	0.05354259841952	0.111786289446138	-0.108791146908413	0.115791686043652	-0.0744030714489943	0.0851158929263572	-0.0141113605249586	-0.0796402690142198	-0.0281207887882505	0.0790946847287255	0.0458121699199724	-0.00175044089250321	0.093195127863137	0.055362786947958	-0.032617189855112	-0.0241330151768771	-0.0757474884092196	-0.0197401561041818	0.148828989807612	-0.0118452970794084	0.101185250620347	0.00278872525595056	-0.0177515557292158	-0.0278031499467669	0.100167095718428	-0.0686470706251317	0.00260605551448766	0.103532539080641	0.0735591946840034	0.00487260439914004	0.00253942126102768	-0.11346410293286	0.0374676063255645	-0.0662558299324743	-0.0897007514417142	0.00989657240834497	-0.0229760250373643	-0.0191358690837874	-0.0867075726373416	-0.04506924966192	0.000996314731226764	-0.036037402776338	0.021679237730089	-0.0762168935426076	0.115129108419056	-0.048045976469866	-0.0801006429185865	0.0133966792838861	-0.0742490179314615	0.033573274471949	-0.0320635474682895	0.0659083608049728	0.0762474858957338	0.0802604411340917	-0.0178741100790856	0.012362512403006	-0.0762475838954095	-0.124282001072055	-0.0297296073262861	0.182460057050734	0.10798199364136	-0.0835162847533916	0.0202664136440956	0.0199232989757489	0.0357059336636174	-0.159056551076029	0.0334756140778341	0.00301605546481234	-0.00702683467596664	-0.0806691470123889	0.0945289377561934	0.148415005792573	0.10732555480607	0.00441442903730783	0.0536518420799699	-0.0984448676679085	-0.000498608343223882	-0.12536229745995	0.0371416620969269	-0.0383038559711166	0.019467159035342	0.173040400225175	-0.0972041354770423	-0.00295564554976446	0.0595490191771055	0.0942986720192091
NP_001180442.1_S421	-0.101475127043278	-0.114039847159702	-0.0725592089816204	-0.0410591630726137	0.0080634384450636	-0.21670924367104	-0.26688608857252	-0.0344436082348022	-0.0407464177621256	-0.207124281871796	0.170935629148303	-0.14676466545033	0.0439403835521317	0.112471990156274	-0.13157109523644	-0.0439043805045367	-0.294173843464086	0.0190259910994087	-0.0597625565499589	0.0437584497190366	-0.0638062189725306	-0.0587034840286023	-0.0581764838378557	0.0127232184527895	-0.0609481235108816	-0.0162311584143292	0.000325650847935898	-0.0445186648956611	0.0876786367590929	-0.0517537955093217	0.0550471795554456	0.150814082306311	-0.141521040539148	0.108044453813989	-0.217074961703476	0.158911242498525	0.0590267565354143	0.123399574810367	-0.012904871522263	0.0875672588087891	-0.0741522014346176	0.139741500872109	-0.14279687841779	0.083516362528809	-0.017409182627987	0.107628032483436	0.164654925023195	0.171239669469825	0.075861624502189	0.029544795218756	-0.129938156626272	-0.0698618681167833	-0.152569092492316	-0.020602840733236	-0.0131312534793794	-0.553034330442218	0.1526566474184	0.0588164152873104	0.0424021107402782	0.0499186958898333	-0.164165913984674	-0.516249500307388	0.0375579954481306	-0.204885817740734	0.101619878873048	-0.148441912198387	-0.146914645405997	-0.0161442068831838	0.0731910404738248	-0.0538400817317767	0.0500428652476906	-0.248456676283926	0.209292855993394	-0.0140696223403517	0.124821659765951	-0.0556436311165828	-0.0296666488658467	0.0501645132544912	-0.0129032145958793	-0.117711281620343	-0.0896316927976158	-0.00447934716048861	0.0712588056843302	0.0851728119025256	0.0637994536172819	0.18652314678794	0.0831323923364076	0.0534735156636521	-0.119429770878003	0.0613084767379289	-0.000390590935958494	0.0781717786252418	0.0697872026343135	0.19163825258749	0.0873009815016355	0.0401491574612666	0.0823656435059565	0.151589188358571	0.105511641201021	0.00391821186893451	0.0190966169708003	-0.0636480638709945	0.121885005041129	0.0811316250384677	0.166419475852281
NP_001180446.1_S160	0.121272159652309	0.0207468210626694	0.0950231366760125	-0.00674620046627481	0.014493687740735	0.0601810426560211	-0.280691637689445	-0.00177503650230178	-0.00717030291995839	0.00806315398019275	0.0188934096986796	-0.0513913886504869	-0.0842107026673966	-0.0352035368290803	-0.0479956488224192	0.0422660085685024	0.0190426999109155	-0.124098098354758	-0.274038770453154	-0.0589898188330378	0.00683276056565492	0.00245090736295029	-0.0968310154312908	0.000779420096019072	-0.0908426348531774	-0.0925270891237474	-0.209392785058089	-0.020289269372228	0.0418454067390839	0.0323451593763649	0.0166592567135894	0.0805971372023327	0.0211772575218949	0.0890647765372026	-0.251012913329793	-0.0312553215965877	-0.0241339164108148	0.075772052776182	0.0465377245865879	0.0909180512691676	-0.036936606258115	0.0306381241177449	0.10959003750461	0.123193477286731	0.0482918091412813	-0.0947334566900726	0.0481630536970989	-0.228483627518937	0.100275602195401	0.0745915928736392	-0.0653318955166315	-0.0210274167522686	-0.0215461645483278	0.0328156886014875	-0.0273446531541499	-0.0632741158883332	0.031713729558304	0.0112751426122383	0.0684210849304339	0.0389563541279235	-0.145154010117957	-0.0913439545298489	0.0354276842677892	-0.121075251894528	-0.0412352754810709	-0.13006171195026	-0.115898662367536	-0.0341076906457385	-0.0739281995548081	-0.000743086546509793	0.052726148486397	-0.0507910972818762	0.0246907797629005	0.00430986643918818	0.00513820722091839	0.0452890717959288	-0.0170292357876429	0.0752446635846029	-0.0927577083305556	-0.0669140838000724	0.0285751810812786	0.0309401820459932	0.045005466031128	-0.00531227687101835	0.100046229706515	0.0412012531951657	-0.0207163245603621	-0.0108665099799831	-0.0686819991203539	-0.00337905508113264	0.100657968302032	0.105439117287171	0.0939013395222286	0.11903844542368	0.101120025008338	-0.0245676011619862	-0.0162083455430443	0.047811027130935	-0.161757824328891	0.0525752994525168	0.0542932230782289	-0.00275959312569195	-0.11822218326039	0.114415405988876	0.0901566088004548
NP_001180452.1_S367	0.107626268012753	0.0386070872901535	0.215821427047406	-0.0227203047924755	0.172851046965282	0.105375977135335	-0.0711426564495639	-0.198421854196109	0.0592626012981265	0.0102200344952649	-0.0334002509084436	-0.207052443301193	-0.166439791405709	-0.0978307582775426	0.0455311880172137	-0.00471169104779501	0.103118234867767	-0.189707300771826	-0.0900290355155064	-0.0975529871768002	-0.0402434240495129	-0.0617353066644141	-0.363162150179095	-0.014232044647284	-0.184882256380456	-0.060442517910493	-0.171213359049789	-0.0378021466611263	0.0773963711439313	-0.0206174556957626	-0.0949518279850654	0.0627067549324001	0.102753350437069	-0.0312749838605186	-0.27489923003508	0.077794351058224	-0.112249346863801	0.0992390058757728	0.118675008426577	-0.0510954097653467	-0.0227791015537277	0.011182130746898	0.119233749716033	0.158430344914979	0.14064102213939	0.0328182516173747	0.0737822172652221	-0.332705596116271	0.108195155341512	-0.00976646185153574	-0.0719653372877634	0.0764694179881403	-0.0126531550062542	-0.0949930460657817	0.0025805769416709	0.0527023101123402	0.0223730183991084	0.00276777046019801	0.167129121354698	0.239718748594089	-0.168757295005272	-0.221925682536937	-0.0468009428551249	-0.144558992804092	0.00140018494547587	-0.0961763994057423	-0.19404506051095	-0.0282322818022773	-0.0568856390187503	-0.0122489689454469	0.149794597208956	-0.000815038492233813	0.00400974591744633	-0.0251545871634101	0.0699186203641162	0.111185505704769	-0.190271468386898	0.0720880424518528	-0.230386980366177	0.0416433850169357	0.00223053640738633	0.0255172529984952	0.0246049559235087	-0.0380112026619247	0.0932981095141016	0.0143739349464355	-0.09578020907703	0.0327732984233908	-0.164356742145397	-0.133760206491343	0.131729273222982	0.241931421462511	0.140867772881399	0.110733587364205	-0.0171244371360022	-0.0124166001416003	-0.0254569578714675	-0.0336787185774098	-0.10690167179286	0.00757965116214024	0.103652116847187	0.0224912868394527	-0.134371327084038	0.049391566734403	0.0781184693445389
NP_001180499.1_S186	0.0620034846119042	0.0132539343431806	0.127182759581487	0.0880160409932525	0.0232606864180379	0.0882557585801621	-0.118644268961854	0.0406743837932296	0.0306219774104525	-0.0112677691421592	-0.0245176014581067	0.017117598393781	0.100473308680375	-0.016421616560405	0.0739250267916151	0.0395197063239658	0.0171278457279723	0.0390157372053984	0.0159951754709314	-0.0341801402297495	0.0198910719810158	-0.0433418362948652	0.0215649933646177	-0.0138907536769384	0.0141020178052377	-0.0423476373604709	-0.0758489739997041	-0.0474687703322687	0.0436958494993114	0.0665242057551221	0.05517476191285	-0.0222975300794146	0.0269261809093791	-0.00541608392970602	-0.0917948225819805	-0.022432937087836	-0.0505498124791394	0.0288393319090117	-0.0694886213818474	0.0970170349707323	-0.0593756082092648	-0.0374988859441262	0.0851356906946243	0.0553243082857503	-0.0309542500782124	-0.0870207253788734	0.0140150024122608	0.0282626427113803	0.0169468069865386	0.309938423992498	-0.0846714736872326	0.0324385241493724	-0.0901565927896681	-0.0197195796088922	-0.0615473379207054	-0.0336807609676399	-0.109094625809811	-0.0372439413125133	-0.163797876094546	0.0265454747652626	-0.0348142377673498	-0.115232649009231	-0.0824466365183909	-0.0010969441631745	0.010931435660259	-0.134300263357757	-0.0252373628125887	-0.024070715238122	-0.0275566001770719	0.00497723453189919	-0.0123939788820927	0.021270135679611	0.198980706133455	-0.0487258365808693	0.024449359659744	0.119193513941445	-0.0267625681313751	-0.00520886908643537	-0.0310339708829907	0.0770646641558095	-0.111324656117094	-0.0054769808957958	0.0392720813479931	-0.00174335417228349	0.0203392010445178	0.0316932497274075	-0.0328108528288035	0.0265608968607875	-0.0495596277772128	-0.033289735260318	0.0526639551250616	0.126400067498124	-0.0118410993241429	0.107835663032894	0.0494785206849148	-0.00753529998799772	-0.0465855534266188	0.085631784359551	0.0285496599970494	0.0427855963191605	0.0326229024517404	-0.0394511799372601	-0.0344077589285379	0.118229346045548	0.0221301228605528
